item_weight,item_mrp,item_fat_content,outlet_size,outlet_location_type,item_type,item_outlet_sales
6.284577014277561,127.82384871998082,Low Fat,Medium,Tier 1,Meat,2403.6770348283194
23.92124067180201,34.68766961705451,Regular,Medium,Tier 2,Frozen Foods,1518.9730298828576
10.97225304744767,123.59679553529253,Regular,High,Tier 2,Soft Drinks,3056.312853739476
14.76458955100501,95.50447482318158,Low Fat,Medium,Tier 2,Meat,1446.8311139298862
19.483627552545776,231.72135913501407,Regular,High,Tier 2,Meat,4152.493570050415
6.678949243240004,132.86706471866276,Regular,Small,Tier 1,Frozen Foods,2234.8865944064214
9.233205684229631,108.44299317151405,Regular,Medium,Tier 3,Meat,2021.0408543673304
5.387665741000214,159.46057150140808,Regular,Medium,Tier 2,Baking Goods,3092.858602115372
20.084664081190525,257.90681585183734,Low Fat,Small,Tier 1,Breakfast,4273.189522444334
23.955140444333036,141.60815602445297,Low Fat,Medium,Tier 2,Breads,2818.3497737892562
20.555837723508652,69.3037944401278,Low Fat,Medium,Tier 3,Meat,1113.7280517236645
6.519929556861199,195.74745982391528,Low Fat,Small,Tier 3,Breads,3206.2365392472784
20.92454433200424,165.8238132881558,Low Fat,Medium,Tier 2,Breads,2868.075678899087
21.991512539991547,227.35942034161394,Low Fat,High,Tier 2,Snack Foods,4460.08560254715
19.14617287412154,134.5169148018425,Regular,High,Tier 1,Soft Drinks,3415.2183000923496
21.51469196841511,172.19390857528842,Low Fat,Small,Tier 3,Dairy,2309.0170159590084
22.63262368005544,88.52722540582944,Low Fat,Medium,Tier 1,Baking Goods,2025.250243787726
14.750998647826886,115.15799188226286,Low Fat,Small,Tier 2,Dairy,1960.6382316117542
16.115820558391675,153.99054041158422,Low Fat,Small,Tier 2,Soft Drinks,2564.0007330908147
17.918057994819044,147.7971204188607,Regular,Small,Tier 1,Canned,2297.6224235869527
11.124120602601767,169.57334047976812,Low Fat,Medium,Tier 2,Soft Drinks,2922.0292025483186
10.418328539523927,90.33688228822596,Low Fat,Small,Tier 1,Soft Drinks,2265.5812756366713
24.017551207868696,195.63925299373238,Low Fat,Medium,Tier 1,Soft Drinks,3213.7141724152684
21.652567266541357,101.09915118363467,Low Fat,Medium,Tier 3,Breakfast,1493.7194481270526
10.486226535665345,263.8307834646571,Low Fat,Medium,Tier 1,Snack Foods,4897.568019547104
10.686786542742988,144.89141006553552,Low Fat,High,Tier 1,Snack Foods,3505.1248324563776
7.281742814498491,45.6824244273438,Low Fat,Medium,Tier 2,Breakfast,1500.0602640454563
11.076710236844553,268.5403494504528,Low Fat,Medium,Tier 2,Canned,4944.565023613587
20.513870793964344,121.29072627517185,Regular,Small,Tier 2,Meat,1929.4277828776073
17.192618244902604,207.6214333162908,Regular,Small,Tier 1,Breads,4043.1528346371983
8.141141867617543,71.71525159834428,Low Fat,Small,Tier 2,Snack Foods,1210.6293049234257
19.139116597580667,198.71701394249212,Low Fat,Medium,Tier 3,Canned,3636.871477015347
13.502779322084233,160.69497089053888,Low Fat,High,Tier 3,Breads,3723.163476988885
16.900880746388093,227.81767231680223,Regular,Medium,Tier 2,Dairy,4246.541286988257
18.994673699514344,256.24229777856976,Low Fat,Medium,Tier 1,Baking Goods,5163.9474817188375
17.07427281891821,36.207574173200506,Low Fat,Medium,Tier 3,Baking Goods,665.6776415255047
24.991448337549027,191.34758023277743,Low Fat,Small,Tier 3,Snack Foods,2623.3007073167564
10.563131448848416,269.26691398381524,Low Fat,High,Tier 3,Snack Foods,4803.284919968594
11.95922112589301,109.99401447962208,Regular,High,Tier 1,Snack Foods,2787.75943067859
21.271320694759453,162.0231861532279,Low Fat,Medium,Tier 1,Meat,4088.9470621095825
22.298211681037582,227.98252878448824,Low Fat,High,Tier 2,Baking Goods,4589.893909412734
20.128863081111476,180.09809811480216,Regular,Small,Tier 2,Dairy,3214.8414149860464
13.762321901447566,197.58000698932133,Low Fat,High,Tier 2,Canned,3917.804038897856
5.273489289321214,127.91776494957661,Low Fat,High,Tier 1,Breads,2944.5342915725328
17.954193775675172,66.95306986279874,Regular,Small,Tier 3,Meat,1470.6424827813717
9.874618121502767,162.30361845131273,Low Fat,High,Tier 2,Breakfast,2709.7638622105833
22.280538688571763,96.29937667728983,Regular,Medium,Tier 3,Soft Drinks,1903.5777880202072
19.521019652270653,230.99422142554113,Low Fat,Medium,Tier 3,Snack Foods,3933.8954669544955
15.771611554077474,112.82974600632181,Low Fat,Medium,Tier 2,Frozen Foods,2897.090894258227
9.776110883324986,121.91300374310453,Regular,Medium,Tier 1,Snack Foods,2111.341755965431
19.104557620500053,224.73813661557045,Low Fat,Medium,Tier 3,Breakfast,3734.2288611137888
15.045823002659318,171.64330303429608,Regular,High,Tier 2,Soft Drinks,3602.29687546257
23.208833553929338,33.68342349966255,Low Fat,High,Tier 3,Breads,594.2986290269046
11.771224681028635,196.2491036608517,Low Fat,High,Tier 3,Soft Drinks,3903.3917364038384
12.600187950453101,105.99867694401593,Regular,Medium,Tier 3,Baking Goods,1840.6214155797356
18.687991488118335,98.97096097009047,Low Fat,Small,Tier 3,Breads,1380.3440095055184
13.873571033234116,196.56027907037628,Regular,Small,Tier 3,Dairy,2767.1747244854373
9.883948643679368,128.89241975413807,Regular,Small,Tier 1,Meat,2680.109765593873
17.394207370748305,87.79915004551512,Regular,Small,Tier 2,Dairy,1123.4356453741966
22.97817063400642,141.66078132607237,Low Fat,Medium,Tier 1,Frozen Foods,3201.581275934903
24.753033904369428,101.79701978970533,Regular,Medium,Tier 2,Dairy,2293.4663522892683
14.664161221184322,86.9293684626179,Low Fat,Medium,Tier 3,Dairy,2007.9967676615295
5.438791957191301,229.20901475828256,Low Fat,Small,Tier 3,Baking Goods,3835.2061202207683
21.656777993463766,246.70438042794612,Regular,Small,Tier 3,Canned,3494.6651348124983
17.732357560117837,179.013879151273,Regular,Medium,Tier 2,Breakfast,2874.686359334658
17.926812177810454,104.14389214863266,Low Fat,Medium,Tier 3,Breads,1533.8899337383107
23.192556246386534,108.4125901713625,Low Fat,Small,Tier 3,Frozen Foods,1040.8495986006078
21.609452391347947,91.67282029518296,Regular,Medium,Tier 3,Frozen Foods,1705.2782682297307
21.084650772090214,142.39953332464688,Low Fat,Medium,Tier 1,Meat,3622.096401065167
12.315500988111328,219.76367246134498,Low Fat,Medium,Tier 2,Dairy,3797.3331045081204
16.691201833043323,227.3801522944258,Regular,Small,Tier 1,Baking Goods,3419.026947304965
11.560125636347518,176.41972700601912,Low Fat,Medium,Tier 2,Dairy,2763.7714380137045
17.984788925691824,58.00222481449307,Low Fat,Small,Tier 3,Breads,1423.4710195684934
7.7132809741267305,138.87450165333422,Regular,Medium,Tier 3,Meat,2831.10478668849
16.74680691097215,204.38379613373797,Regular,Medium,Tier 3,Meat,3724.9224564191472
18.80561327495127,82.14472432741478,Low Fat,Small,Tier 1,Frozen Foods,1685.3890932396741
15.889317229642899,264.6822070684912,Low Fat,Medium,Tier 1,Breads,5430.595659592111
6.833468476350417,80.90539570159517,Low Fat,High,Tier 1,Frozen Foods,2321.587562883074
9.871377943280473,60.22173247393029,Low Fat,Small,Tier 3,Canned,432.2339001081488
9.659973580920628,215.8484586731568,Regular,Medium,Tier 1,Breakfast,3852.257185530942
24.750546087323446,159.65170964715634,Regular,Small,Tier 3,Breakfast,2996.2230258399513
9.75863212180926,107.70515087088539,Low Fat,Small,Tier 3,Soft Drinks,1663.785055642893
7.272986135730932,45.2539291553127,Low Fat,Medium,Tier 2,Snack Foods,541.8917768572924
5.8673007379834345,217.9744790352911,Regular,Medium,Tier 2,Baking Goods,3831.505320762902
6.2165081498901165,144.95565863960718,Low Fat,Medium,Tier 2,Snack Foods,2865.6610068117893
17.1659484726688,45.763735996827336,Low Fat,Medium,Tier 2,Frozen Foods,1377.1471198500963
12.618087976370415,173.3740452478352,Low Fat,Medium,Tier 2,Breads,3475.6720268578365
20.379254602094772,203.0015799978238,Low Fat,Medium,Tier 1,Frozen Foods,3649.340814060325
21.548384495600892,125.69524422166879,Regular,Medium,Tier 1,Dairy,2721.615567987254
23.45970071468769,46.11199395279546,Regular,Small,Tier 1,Frozen Foods,1381.6058378524544
21.23538570554785,163.52897654768404,Low Fat,Medium,Tier 1,Breads,2892.2750813015473
23.822597377044595,131.504845383332,Regular,Small,Tier 1,Dairy,2866.008376105337
12.03292371386298,168.70044441356518,Low Fat,Medium,Tier 1,Breads,3215.6611180788495
7.297706270606163,96.8563709987998,Low Fat,Medium,Tier 2,Soft Drinks,2348.5680069909226
5.525076629071668,252.98022983878474,Regular,Small,Tier 1,Dairy,4518.07947054533
8.628111164251372,64.38035768208698,Regular,Small,Tier 3,Baking Goods,826.8187265349466
6.835153661088906,157.31584527814306,Low Fat,Medium,Tier 1,Dairy,3151.675069019692
16.351871132287947,50.389689594523034,Low Fat,Small,Tier 2,Breads,476.26872554952087
10.442056870924379,188.8652862739827,Low Fat,Medium,Tier 1,Soft Drinks,3975.316539062419
10.664929401608987,192.83670114243193,Low Fat,Medium,Tier 1,Meat,4004.42534147315
24.68891316642239,43.147670044339435,Low Fat,High,Tier 3,Dairy,1483.4489243599958
14.947706572266537,133.3572027248647,Low Fat,Medium,Tier 1,Soft Drinks,3072.1413589770023
21.667084048397566,223.48804477602332,Low Fat,High,Tier 1,Baking Goods,4593.704385119643
11.261212613546723,133.02822871220053,Low Fat,Medium,Tier 1,Meat,2931.9501536300886
5.417131180494977,107.94436306692332,Regular,Medium,Tier 3,Frozen Foods,2488.5380375657023
9.866329496454673,171.32910919269887,Low Fat,Medium,Tier 1,Frozen Foods,3773.628578479886
9.431441177885027,216.9882884647835,Low Fat,Medium,Tier 2,Canned,4082.937423564137
19.547582113478086,226.54766436596447,Regular,Small,Tier 1,Canned,3790.9451951995893
8.469980448841897,66.68874936142316,Regular,Small,Tier 3,Snack Foods,616.1416919118055
16.589361794129793,193.4720347955601,Regular,Medium,Tier 3,Frozen Foods,3421.7983940871613
22.284937496628324,180.53217765594522,Low Fat,Small,Tier 2,Dairy,3084.607281745009
12.03884445240153,47.80575748158904,Low Fat,Small,Tier 1,Dairy,842.7795736822686
6.5346200234691,237.42000814205738,Regular,Medium,Tier 2,Snack Foods,3491.796397925333
19.77842090962481,39.84545132470195,Regular,Medium,Tier 1,Snack Foods,1186.2768388981272
15.027346037456553,259.8533661279804,Low Fat,High,Tier 3,Breads,4538.363985312931
9.954874471965685,135.06198583421593,Low Fat,Medium,Tier 1,Frozen Foods,2920.4272100571084
23.35873578233921,122.97997428554783,Regular,Medium,Tier 1,Frozen Foods,2933.8693946973663
18.567586896801622,98.19527373074729,Regular,Medium,Tier 3,Breakfast,1969.5584185786252
11.667240721211131,169.8574835007407,Low Fat,Medium,Tier 3,Meat,3281.06062074059
6.69438024008004,164.14129682185524,Low Fat,Medium,Tier 1,Soft Drinks,3686.999751007981
6.869059301320435,190.90944961918538,Low Fat,Small,Tier 1,Canned,3069.2665430047496
8.840104673287726,269.9943890647269,Low Fat,Small,Tier 3,Soft Drinks,4472.920782627492
20.41749440726202,230.42875839229345,Regular,Small,Tier 1,Breakfast,3866.2837019334597
8.616919343373933,196.2829538066944,Low Fat,High,Tier 3,Baking Goods,3637.7025229054957
13.21717222993067,192.3271013252479,Low Fat,Medium,Tier 1,Snack Foods,3823.2500118108674
24.31193274388073,218.24885750236916,Regular,Small,Tier 2,Snack Foods,3765.987797813601
14.233599568819784,97.6252158489061,Low Fat,Medium,Tier 3,Canned,1937.3775479420224
10.000064231780142,183.88296868906733,Regular,Medium,Tier 1,Soft Drinks,3502.9169516098627
22.023320961695575,98.41512337423882,Regular,Small,Tier 3,Breakfast,1600.493060518183
23.210099074548186,226.00878140532012,Regular,High,Tier 2,Meat,4341.290885868121
15.040142293864708,86.58673772722383,Regular,Medium,Tier 1,Breads,2455.013019877848
20.82761274964352,63.0239010542092,Low Fat,High,Tier 2,Breakfast,1631.2825522919006
20.176823095312145,142.5864305173185,Low Fat,High,Tier 1,Canned,3682.271472749331
19.544695706498636,156.66516141281383,Low Fat,Small,Tier 1,Baking Goods,2571.875082335194
9.768790069196454,183.34841572147448,Low Fat,Small,Tier 3,Snack Foods,2704.236205892073
15.307514604188121,88.0651522610384,Low Fat,Medium,Tier 2,Canned,1916.3241823541928
16.413274320448576,74.95533883161181,Regular,Medium,Tier 1,Soft Drinks,1549.3557012354377
15.152451776586764,34.880233509159794,Regular,Small,Tier 1,Frozen Foods,904.823118367085
10.073005221384255,33.89813546614743,Regular,Medium,Tier 3,Breads,974.7057513034168
11.650372167439699,40.64056519084996,Low Fat,High,Tier 1,Snack Foods,1433.2646823260138
24.616383715776987,144.84748118830177,Low Fat,Small,Tier 3,Snack Foods,2441.689581165792
20.822184264580876,242.58969254834523,Low Fat,Medium,Tier 1,Soft Drinks,4639.315168216024
14.46799535353687,38.788985168858005,Low Fat,Small,Tier 3,Baking Goods,783.3773524851244
7.489500164887668,118.32460183552152,Regular,Medium,Tier 3,Meat,1961.094723278461
11.780732568163213,74.8361322215853,Regular,Medium,Tier 3,Dairy,1684.1595256423582
6.5785401211093575,174.58879171925454,Regular,Medium,Tier 1,Breads,3043.0055703218486
11.558398106831195,100.95358784168215,Low Fat,Medium,Tier 1,Snack Foods,2369.5253980988646
22.40074350112784,114.61423447403575,Regular,Small,Tier 3,Baking Goods,1852.1146718095615
6.500823299763185,183.0030090919916,Low Fat,High,Tier 2,Baking Goods,3983.5439586822763
20.62623939486933,38.35175179165009,Low Fat,Medium,Tier 1,Meat,1849.0934894355403
23.989342237598393,37.77247775512008,Low Fat,Medium,Tier 1,Snack Foods,1568.71425878289
15.589197630725792,125.52817102858799,Low Fat,Small,Tier 1,Breakfast,2020.3199105485937
14.980879205129336,122.87697120942323,Low Fat,Small,Tier 1,Snack Foods,2459.1832653233064
18.879612820815876,269.67092244243656,Low Fat,Small,Tier 1,Breakfast,4992.021688562006
22.973580615724607,136.82668625818923,Low Fat,Medium,Tier 3,Frozen Foods,2284.419159095314
15.999942949737811,99.68694786667527,Low Fat,Small,Tier 3,Breakfast,1115.0433810264858
20.873927676900053,152.10137884183217,Low Fat,Small,Tier 1,Snack Foods,3211.9474285228794
12.378223310024413,222.87881430926075,Low Fat,Medium,Tier 1,Dairy,4317.749026322397
12.963199615418171,202.06406364238796,Low Fat,Medium,Tier 2,Breads,3830.644912147221
6.483300395306124,141.79996790905412,Low Fat,Small,Tier 3,Soft Drinks,2295.044697216559
17.79587858733326,73.67115277251297,Regular,Medium,Tier 3,Baking Goods,1721.4502176891629
11.082490856149356,68.87207029341593,Regular,Small,Tier 3,Soft Drinks,722.3730552535638
22.898518336422487,233.02408947740776,Low Fat,Medium,Tier 2,Breakfast,3867.0256178294508
6.86856813767152,183.8369825517581,Low Fat,Medium,Tier 1,Frozen Foods,3348.986965971793
21.85060008226778,165.268328263511,Regular,Small,Tier 1,Dairy,2740.2613554884906
13.331735673264923,183.35788613012892,Low Fat,Medium,Tier 1,Dairy,3250.6575635109575
14.65889636350839,223.12515701177594,Regular,Small,Tier 1,Baking Goods,4039.9479290997333
14.2888431555067,111.64621640442657,Low Fat,High,Tier 1,Frozen Foods,3256.6625173099246
24.507482558297603,61.38387637257275,Low Fat,Medium,Tier 1,Snack Foods,2128.694049510293
7.81755270016367,42.14527003206967,Regular,High,Tier 2,Breakfast,1849.4466658249876
21.26955692878899,254.10036845985715,Regular,Small,Tier 1,Soft Drinks,3764.552112853664
14.947405460950181,51.61178281050824,Low Fat,Medium,Tier 1,Frozen Foods,1826.5613636416726
5.973162658593118,97.52552120964681,Low Fat,High,Tier 2,Dairy,1876.651206226007
13.61855538695081,241.78937542046228,Regular,Medium,Tier 1,Meat,4412.06608095157
6.0231537476601655,164.83604763982646,Low Fat,Small,Tier 1,Snack Foods,2974.621092722963
24.78181401241445,193.29567362852657,Low Fat,High,Tier 1,Frozen Foods,4031.3142777060502
16.156636765442574,117.7455295711133,Low Fat,Medium,Tier 2,Baking Goods,2553.288913784719
11.660814107055344,143.6985960948456,Low Fat,Medium,Tier 2,Frozen Foods,2809.5222625424217
23.6273747105998,106.44720762223369,Low Fat,Medium,Tier 3,Frozen Foods,1707.0361649972556
14.796933041325183,165.10182255469064,Low Fat,Small,Tier 1,Breads,2984.055014319129
24.597960623583237,170.08851404370873,Regular,Medium,Tier 2,Baking Goods,3030.9873980121984
18.11181944353938,263.2936473658598,Low Fat,Small,Tier 1,Snack Foods,4355.157737625686
8.410241234933187,180.96605787488727,Low Fat,High,Tier 1,Canned,4722.216123006353
7.197910426673937,34.54496820158702,Low Fat,Small,Tier 2,Meat,848.0193782487229
15.036390092219754,176.75473437402417,Low Fat,High,Tier 3,Breakfast,3094.2627691104567
24.962457368109643,144.80903600241626,Low Fat,High,Tier 2,Soft Drinks,3201.869362064401
11.846540353636923,115.02887727475508,Regular,Medium,Tier 2,Dairy,2183.6707443282626
9.930382710547207,163.940796193777,Low Fat,High,Tier 1,Dairy,3633.7274072132
19.098018736731674,195.65757877526568,Low Fat,Medium,Tier 2,Dairy,3488.2367677508028
15.863817539765563,244.98251076965428,Low Fat,Medium,Tier 3,Breakfast,4484.701454530906
10.80905303985871,99.03128198739358,Regular,Medium,Tier 2,Dairy,2086.033253634847
21.559034070160674,95.07185327951419,Low Fat,Small,Tier 1,Canned,1775.7177690024323
9.849160768205735,190.76015157434495,Low Fat,Medium,Tier 1,Meat,3596.6608244139375
18.623839731628603,62.992088207926926,Regular,High,Tier 1,Snack Foods,2584.9930271759645
14.54897040881793,77.8694339202244,Regular,Medium,Tier 2,Breads,1665.1550588639295
19.77373044537271,234.07994437814244,Low Fat,High,Tier 2,Breakfast,4381.792214395314
23.678452211564004,38.721563811013326,Regular,Medium,Tier 1,Dairy,1578.478109511896
16.359237373289908,55.75216578564912,Regular,Small,Tier 3,Soft Drinks,839.4503641308613
15.48637069671041,243.42239130477995,Low Fat,Medium,Tier 1,Breads,4342.6913128201195
17.96570677418483,202.46356162941288,Low Fat,Medium,Tier 1,Canned,4401.865047614844
8.509898276769295,235.47516102562986,Regular,High,Tier 2,Breads,4415.590605452466
24.63370384881077,144.5889836375743,Regular,Small,Tier 1,Snack Foods,2820.389823324871
20.07513303562914,258.968357437179,Low Fat,Medium,Tier 1,Frozen Foods,4797.090953303931
7.364496956079451,103.63352208086874,Low Fat,Medium,Tier 3,Dairy,1840.7508743840208
18.805807548376283,183.290718047852,Regular,Medium,Tier 1,Breakfast,3365.9646771078337
24.776759237906177,119.66996207686472,Regular,High,Tier 3,Canned,2714.10231875354
20.237192399422142,193.2820607806555,Low Fat,Medium,Tier 2,Soft Drinks,3515.7628587727386
16.283374445469498,44.82193141360411,Low Fat,Medium,Tier 2,Breakfast,1187.8279217881218
8.2907431316551,235.07664177478824,Low Fat,Medium,Tier 3,Snack Foods,4219.174982816961
21.173841663544742,138.8237520431477,Low Fat,Medium,Tier 1,Snack Foods,3232.120985136828
18.455354244547387,103.96069536795629,Low Fat,Small,Tier 1,Canned,2021.1851597726932
11.89057733124269,45.30237890689997,Regular,High,Tier 1,Snack Foods,1945.8381245819305
5.634697420461581,128.1280645966196,Regular,Medium,Tier 3,Meat,1854.6740092438708
13.970742653253716,250.1076184036147,Low Fat,Small,Tier 3,Soft Drinks,4219.916101658114
7.659796126713467,236.46877947050908,Low Fat,High,Tier 1,Breakfast,4805.8011449117885
5.069465898898155,35.45647855727198,Low Fat,Medium,Tier 2,Soft Drinks,896.3084158490893
12.585529360675876,85.11937602909569,Low Fat,Small,Tier 1,Breads,2221.501996703163
17.298464144178247,254.69710329250682,Regular,Small,Tier 1,Baking Goods,4445.567462489638
13.928821324972047,191.28567284933257,Regular,Small,Tier 1,Snack Foods,3409.558292636162
22.27460485340113,43.54656840587062,Low Fat,Small,Tier 3,Frozen Foods,923.5414129856584
16.549496292757638,215.4091709957097,Regular,Small,Tier 3,Soft Drinks,3309.7780548949913
6.219152742135243,257.6448612064131,Regular,High,Tier 2,Meat,5095.216440819447
16.11701331967425,41.2521832685892,Low Fat,Medium,Tier 1,Soft Drinks,1419.0625006558962
7.984352156503274,120.35044524171168,Regular,Medium,Tier 3,Dairy,2477.905134760298
22.150824771460414,64.64441979964283,Low Fat,Small,Tier 2,Meat,1079.7525075672147
9.857170321791715,78.80081593441305,Low Fat,High,Tier 3,Breads,1924.596008427394
15.712710726944312,229.05750845160773,Low Fat,Medium,Tier 2,Baking Goods,4200.204762644551
20.2339283507442,203.83325756451578,Low Fat,Medium,Tier 3,Frozen Foods,3370.515447360239
11.063760512623153,248.15859856963223,Low Fat,Small,Tier 3,Snack Foods,4125.151040223636
19.075371653514075,125.19169434629642,Low Fat,Medium,Tier 1,Snack Foods,2586.3119255248826
15.673002548325261,116.22229333237817,Low Fat,Medium,Tier 2,Breads,2528.1820005319005
20.232579386194224,106.85598834931344,Low Fat,Medium,Tier 1,Canned,2099.904351715813
19.82504757432978,33.89277624030251,Low Fat,Medium,Tier 3,Dairy,1111.982518487413
12.596795494823084,230.00705166887644,Low Fat,Medium,Tier 2,Dairy,4282.612281604698
20.267212513326395,147.26906412811564,Regular,Medium,Tier 2,Frozen Foods,3093.0126565518094
14.766326425082648,250.05585352664804,Low Fat,Medium,Tier 1,Baking Goods,5093.254941677985
21.781369871899095,47.83929874632616,Regular,Small,Tier 1,Breakfast,1396.0542725234977
19.143391274069195,32.193950805758824,Low Fat,Medium,Tier 2,Snack Foods,946.7280409125492
18.185686839797256,33.775624048612734,Low Fat,Medium,Tier 1,Dairy,1207.155522950079
15.044320644908728,197.48617829209496,Low Fat,High,Tier 1,Breads,4232.60503463811
